user_id,full_name,email,signup_date,plan_type,home_location,acquisition_channel,cohort_month,company_size,role_bucket,visit_pref,churn_risk,price_sensitivity,activity_bias,is_active
U000359,User 359,user359@example.com,2025-09-15,Enterprise,Dammam - Waterfront,Referral,2025-09-01,200+,Designer,Afternoon,0.21,0.21,0.5599999999999999,True
U000360,User 360,user360@example.com,2025-08-24,Pro,Riyadh - Digital City,Partnership,2025-08-01,2-10,Analyst,Morning,0.18,0.19,0.5499999999999999,True
U000361,User 361,user361@example.com,2025-09-01,Standard,Riyadh - Olaya,Paid,2025-09-01,Solo,Analyst,Morning,0.3299999999999999,0.07,0.42,True
U000362,User 362,user362@example.com,2025-09-16,Standard,Jeddah - Corniche,Organic,2025-09-01,2-10,Analyst,Midday,0.4399999999999999,0.28,0.47,True
U000363,User 363,user363@example.com,2025-10-25,Flex,Jeddah - Corniche,Referral,2025-10-01,2-10,Sales,Afternoon,0.4499999999999999,0.39,0.36,True
U000364,User 364,user364@example.com,2025-08-23,Standard,Jeddah - Corniche,Partnership,2025-08-01,2-10,Designer,Afternoon,0.49,0.89,0.39,True
U000365,User 365,user365@example.com,2025-10-05,Enterprise,Riyadh - Digital City,Partnership,2025-10-01,11-50,Analyst,Afternoon,0.35,0.29,0.6799999999999999,True
U000366,User 366,user366@example.com,2025-08-27,Standard,Dammam - Waterfront,Organic,2025-08-01,200+,Engineer,Midday,0.4499999999999999,0.8,0.37,True
U000367,User 367,user367@example.com,2025-08-02,Pro,Riyadh - Olaya,Organic,2025-08-01,51-200,Other,Afternoon,0.3299999999999999,0.83,0.5399999999999999,True
U000368,User 368,user368@example.com,2025-10-29,Standard,Jeddah - Corniche,Partnership,2025-10-01,51-200,Other,Afternoon,0.4499999999999999,0.54,0.32,True
U000369,User 369,user369@example.com,2025-08-17,Flex,Riyadh - Digital City,Paid,2025-08-01,11-50,Engineer,Midday,0.4599999999999999,0.15,0.45,True
U000370,User 370,user370@example.com,2025-09-02,Standard,Riyadh - Digital City,Organic,2025-09-01,2-10,Other,Morning,0.16,0.45,0.47,True
U000371,User 371,user371@example.com,2025-08-09,Pro,Riyadh - Olaya,Partnership,2025-08-01,11-50,Sales,Morning,0.24,0.61,0.6399999999999999,True
U000372,User 372,user372@example.com,2025-09-12,Pro,Riyadh - Olaya,Organic,2025-09-01,11-50,Sales,Midday,0.16,0.06,0.52,True
U000373,User 373,user373@example.com,2025-09-17,Enterprise,Jeddah - Corniche,Paid,2025-09-01,Solo,Founder,Afternoon,0.16,0.79,0.5399999999999999,True
U000374,User 374,user374@example.com,2025-09-08,Standard,Riyadh - Olaya,Referral,2025-09-01,200+,Founder,Midday,0.38,0.44,0.35,True
U000375,User 375,user375@example.com,2025-09-11,Pro,Dammam - Waterfront,Organic,2025-09-01,51-200,Founder,Morning,0.31,0.58,0.5599999999999999,True
U000376,User 376,user376@example.com,2025-08-26,Flex,Riyadh - Olaya,Paid,2025-08-01,2-10,Other,Morning,0.4599999999999999,0.55,0.43,True
U000377,User 377,user377@example.com,2025-09-19,Enterprise,Jeddah - Corniche,Partnership,2025-09-01,51-200,Sales,Midday,0.3,0.47,0.52,True
U000378,User 378,user378@example.com,2025-08-25,Flex,Jeddah - Corniche,Organic,2025-08-01,51-200,Sales,Midday,0.3,0.26,0.43,True
U000379,User 379,user379@example.com,2025-08-24,Standard,Riyadh - Olaya,Organic,2025-08-01,200+,Sales,Morning,0.53,0.52,0.3299999999999999,True
U000380,User 380,user380@example.com,2025-08-13,Standard,Jeddah - Corniche,Partnership,2025-08-01,51-200,Engineer,Midday,0.4499999999999999,0.86,0.35,True
U000381,User 381,user381@example.com,2025-09-29,Standard,Riyadh - Olaya,Referral,2025-09-01,51-200,Sales,Morning,0.38,0.87,0.31,True
U000382,User 382,user382@example.com,2025-08-07,Enterprise,Jeddah - Corniche,Partnership,2025-08-01,11-50,Engineer,Midday,0.15,0.72,0.52,True
U000383,User 383,user383@example.com,2025-09-26,Pro,Jeddah - Corniche,Organic,2025-09-01,200+,Founder,Midday,0.25,0.34,0.61,True
U000384,User 384,user384@example.com,2025-09-05,Enterprise,Riyadh - Olaya,Partnership,2025-09-01,Solo,Founder,Midday,0.35,0.5,0.5399999999999999,True
U000385,User 385,user385@example.com,2025-09-14,Flex,Jeddah - Corniche,Paid,2025-09-01,2-10,Other,Morning,0.18,0.83,0.38,True
U000386,User 386,user386@example.com,2025-08-20,Enterprise,Riyadh - Olaya,Partnership,2025-08-01,51-200,Founder,Midday,0.21,0.36,0.58,True
U000387,User 387,user387@example.com,2025-10-04,Flex,Dammam - Waterfront,Organic,2025-10-01,2-10,Other,Morning,0.4,0.8,0.44,True
U000388,User 388,user388@example.com,2025-08-08,Enterprise,Dammam - Waterfront,Partnership,2025-08-01,Solo,Analyst,Morning,0.26,0.56,0.61,True
U000389,User 389,user389@example.com,2025-08-16,Pro,Riyadh - Digital City,Referral,2025-08-01,2-10,Analyst,Midday,0.4499999999999999,0.07,0.69,True
U000390,User 390,user390@example.com,2025-08-14,Flex,Dammam - Waterfront,Partnership,2025-08-01,Solo,Designer,Midday,0.31,0.78,0.47,True
U000391,User 391,user391@example.com,2025-10-15,Standard,Riyadh - Digital City,Referral,2025-10-01,11-50,Other,Morning,0.47,0.19,0.45,True
U000392,User 392,user392@example.com,2025-10-26,Standard,Jeddah - Corniche,Paid,2025-10-01,51-200,Designer,Morning,0.25,0.52,0.3299999999999999,True
U000393,User 393,user393@example.com,2025-08-15,Enterprise,Jeddah - Corniche,Referral,2025-08-01,Solo,Designer,Afternoon,0.42,0.11,0.6499999999999999,True
U000394,User 394,user394@example.com,2025-10-31,Standard,Riyadh - Digital City,Partnership,2025-10-01,2-10,Analyst,Morning,0.4599999999999999,0.48,0.3399999999999999,True
U000395,User 395,user395@example.com,2025-10-05,Flex,Dammam - Waterfront,Organic,2025-10-01,51-200,Other,Afternoon,0.15,0.16,0.37,True
U000396,User 396,user396@example.com,2025-09-01,Standard,Dammam - Waterfront,Referral,2025-09-01,11-50,Analyst,Afternoon,0.42,0.63,0.4,True
U000397,User 397,user397@example.com,2025-10-26,Pro,Riyadh - Olaya,Paid,2025-10-01,51-200,Designer,Afternoon,0.21,0.41,0.52,True
U000398,User 398,user398@example.com,2025-10-02,Pro,Jeddah - Corniche,Referral,2025-10-01,Solo,Other,Midday,0.16,0.28,0.69,True
U000399,User 399,user399@example.com,2025-10-25,Enterprise,Dammam - Waterfront,Referral,2025-10-01,11-50,Designer,Midday,0.38,0.18,0.6799999999999999,True
U000400,User 400,user400@example.com,2025-09-20,Flex,Dammam - Waterfront,Referral,2025-09-01,2-10,Sales,Morning,0.18,0.1,0.4,True
U000401,User 401,user401@example.com,2025-08-25,Pro,Riyadh - Digital City,Paid,2025-08-01,11-50,Other,Afternoon,0.3299999999999999,0.49,0.6499999999999999,True
U000402,User 402,user402@example.com,2025-09-27,Pro,Jeddah - Corniche,Partnership,2025-09-01,11-50,Other,Midday,0.4,0.7,0.57,True
U000403,User 403,user403@example.com,2025-10-02,Flex,Riyadh - Olaya,Referral,2025-10-01,200+,Designer,Midday,0.25,0.57,0.32,True
U000404,User 404,user404@example.com,2025-10-01,Standard,Riyadh - Digital City,Referral,2025-10-01,11-50,Sales,Midday,0.54,0.33,0.35,True
U000405,User 405,user405@example.com,2025-08-22,Standard,Riyadh - Olaya,Organic,2025-08-01,11-50,Engineer,Midday,0.25,0.19,0.44,True
U000406,User 406,user406@example.com,2025-09-27,Enterprise,Jeddah - Corniche,Paid,2025-09-01,51-200,Analyst,Midday,0.1699999999999999,0.49,0.6299999999999999,True
U000407,User 407,user407@example.com,2025-09-27,Standard,Riyadh - Olaya,Referral,2025-09-01,2-10,Designer,Afternoon,0.26,0.87,0.32,True
U000408,User 408,user408@example.com,2025-10-25,Flex,Riyadh - Olaya,Paid,2025-10-01,51-200,Other,Afternoon,0.1699999999999999,0.09,0.31,True
U000409,User 409,user409@example.com,2025-09-18,Pro,Dammam - Waterfront,Referral,2025-09-01,51-200,Analyst,Afternoon,0.41,0.31,0.5499999999999999,True
U000410,User 410,user410@example.com,2025-09-21,Standard,Riyadh - Olaya,Partnership,2025-09-01,Solo,Analyst,Afternoon,0.16,0.51,0.44,True
U000411,User 411,user411@example.com,2025-09-11,Enterprise,Jeddah - Corniche,Partnership,2025-09-01,51-200,Analyst,Morning,0.3,0.14,0.62,True
U000412,User 412,user412@example.com,2025-10-09,Standard,Riyadh - Olaya,Referral,2025-10-01,200+,Engineer,Afternoon,0.16,0.83,0.38,True
U000413,User 413,user413@example.com,2025-08-15,Flex,Jeddah - Corniche,Partnership,2025-08-01,200+,Founder,Midday,0.4399999999999999,0.02,0.5,True
U000414,User 414,user414@example.com,2025-09-23,Enterprise,Riyadh - Olaya,Referral,2025-09-01,Solo,Designer,Afternoon,0.3399999999999999,0.36,0.6299999999999999,True
U000415,User 415,user415@example.com,2025-09-29,Standard,Jeddah - Corniche,Partnership,2025-09-01,2-10,Founder,Morning,0.52,0.39,0.47,True
U000416,User 416,user416@example.com,2025-08-08,Enterprise,Riyadh - Olaya,Organic,2025-08-01,2-10,Founder,Midday,0.42,0.71,0.6799999999999999,True
U000417,User 417,user417@example.com,2025-09-22,Flex,Jeddah - Corniche,Organic,2025-09-01,51-200,Founder,Afternoon,0.39,0.39,0.48,True
U000418,User 418,user418@example.com,2025-09-29,Pro,Dammam - Waterfront,Organic,2025-09-01,51-200,Analyst,Afternoon,0.4599999999999999,0.55,0.58,True
U000419,User 419,user419@example.com,2025-08-05,Flex,Dammam - Waterfront,Paid,2025-08-01,51-200,Sales,Afternoon,0.24,0.22,0.43,True
U000420,User 420,user420@example.com,2025-10-07,Flex,Riyadh - Olaya,Paid,2025-10-01,2-10,Analyst,Midday,0.54,0.1,0.44,True
U000421,User 421,user421@example.com,2025-08-06,Flex,Riyadh - Digital City,Organic,2025-08-01,11-50,Analyst,Midday,0.47,0.63,0.5,True
U000422,User 422,user422@example.com,2025-09-16,Flex,Jeddah - Corniche,Paid,2025-09-01,200+,Other,Morning,0.27,0.07,0.35,True
U000423,User 423,user423@example.com,2025-09-24,Pro,Riyadh - Digital City,Partnership,2025-09-01,11-50,Other,Midday,0.51,0.55,0.6499999999999999,True
U000424,User 424,user424@example.com,2025-09-09,Pro,Riyadh - Digital City,Referral,2025-09-01,11-50,Founder,Midday,0.3,0.59,0.6399999999999999,True
U000425,User 425,user425@example.com,2025-09-21,Enterprise,Riyadh - Digital City,Referral,2025-09-01,2-10,Analyst,Afternoon,0.36,0.09,0.59,True
U000426,User 426,user426@example.com,2025-08-16,Standard,Riyadh - Olaya,Referral,2025-08-01,11-50,Founder,Midday,0.3399999999999999,0.38,0.42,True
U000427,User 427,user427@example.com,2025-08-13,Pro,Riyadh - Digital City,Organic,2025-08-01,Solo,Other,Afternoon,0.41,0.27,0.6,True
U000428,User 428,user428@example.com,2025-08-30,Pro,Riyadh - Olaya,Paid,2025-08-01,51-200,Sales,Afternoon,0.3,0.48,0.61,True
U000429,User 429,user429@example.com,2025-08-19,Standard,Jeddah - Corniche,Partnership,2025-08-01,Solo,Designer,Midday,0.48,0.35,0.5,True
U000430,User 430,user430@example.com,2025-08-17,Pro,Riyadh - Olaya,Partnership,2025-08-01,200+,Founder,Morning,0.4599999999999999,0.12,0.5299999999999999,True
U000431,User 431,user431@example.com,2025-10-02,Flex,Dammam - Waterfront,Organic,2025-10-01,51-200,Sales,Morning,0.4,0.35,0.47,True
U000432,User 432,user432@example.com,2025-08-19,Flex,Jeddah - Corniche,Partnership,2025-08-01,11-50,Designer,Midday,0.39,0.25,0.46,True
U000433,User 433,user433@example.com,2025-10-31,Standard,Riyadh - Olaya,Partnership,2025-10-01,200+,Engineer,Morning,0.16,0.85,0.42,True
U000434,User 434,user434@example.com,2025-09-27,Enterprise,Jeddah - Corniche,Partnership,2025-09-01,51-200,Founder,Afternoon,0.26,0.03,0.5399999999999999,True
U000435,User 435,user435@example.com,2025-09-24,Enterprise,Dammam - Waterfront,Partnership,2025-09-01,11-50,Founder,Afternoon,0.54,0.81,0.6799999999999999,True
U000436,User 436,user436@example.com,2025-10-29,Standard,Jeddah - Corniche,Paid,2025-10-01,Solo,Engineer,Midday,0.2299999999999999,0.63,0.35,True
U000437,User 437,user437@example.com,2025-10-29,Standard,Riyadh - Olaya,Partnership,2025-10-01,51-200,Engineer,Morning,0.26,0.37,0.46,True
U000438,User 438,user438@example.com,2025-10-01,Flex,Riyadh - Olaya,Referral,2025-10-01,11-50,Founder,Morning,0.4,0.87,0.35,True
U000439,User 439,user439@example.com,2025-08-23,Enterprise,Riyadh - Digital City,Organic,2025-08-01,Solo,Engineer,Afternoon,0.2299999999999999,0.86,0.6799999999999999,True
U000440,User 440,user440@example.com,2025-08-09,Pro,Riyadh - Olaya,Paid,2025-08-01,200+,Analyst,Midday,0.24,0.21,0.51,True
U000441,User 441,user441@example.com,2025-08-12,Flex,Riyadh - Digital City,Partnership,2025-08-01,200+,Designer,Morning,0.4599999999999999,0.01,0.36,True
U000442,User 442,user442@example.com,2025-08-01,Standard,Jeddah - Corniche,Paid,2025-08-01,200+,Designer,Midday,0.48,0.3,0.48,True
U000443,User 443,user443@example.com,2025-09-27,Enterprise,Riyadh - Olaya,Partnership,2025-09-01,200+,Designer,Morning,0.3399999999999999,0.1,0.51,True
U000444,User 444,user444@example.com,2025-08-01,Pro,Jeddah - Corniche,Referral,2025-08-01,2-10,Analyst,Afternoon,0.53,0.45,0.57,True
U000445,User 445,user445@example.com,2025-09-03,Pro,Riyadh - Olaya,Organic,2025-09-01,51-200,Engineer,Afternoon,0.16,0.61,0.5499999999999999,True
U000446,User 446,user446@example.com,2025-09-17,Flex,Dammam - Waterfront,Partnership,2025-09-01,51-200,Sales,Midday,0.15,0.68,0.3399999999999999,True
U000447,User 447,user447@example.com,2025-10-28,Enterprise,Jeddah - Corniche,Partnership,2025-10-01,2-10,Engineer,Afternoon,0.5,0.63,0.51,True
U000448,User 448,user448@example.com,2025-08-01,Enterprise,Dammam - Waterfront,Partnership,2025-08-01,11-50,Founder,Morning,0.38,0.09,0.5299999999999999,True
U000449,User 449,user449@example.com,2025-08-16,Standard,Riyadh - Olaya,Partnership,2025-08-01,11-50,Other,Afternoon,0.41,0.39,0.3299999999999999,True
U000450,User 450,user450@example.com,2025-09-30,Enterprise,Riyadh - Olaya,Organic,2025-09-01,200+,Designer,Midday,0.16,0.23,0.57,True
U000451,User 451,user451@example.com,2025-10-03,Enterprise,Riyadh - Digital City,Organic,2025-10-01,Solo,Engineer,Midday,0.4499999999999999,0.43,0.5299999999999999,True
U000452,User 452,user452@example.com,2025-10-02,Flex,Riyadh - Olaya,Referral,2025-10-01,11-50,Sales,Midday,0.28,0.59,0.36,True
U000453,User 453,user453@example.com,2025-10-08,Enterprise,Riyadh - Olaya,Organic,2025-10-01,Solo,Founder,Morning,0.16,0.61,0.5599999999999999,True
U000454,User 454,user454@example.com,2025-08-22,Pro,Dammam - Waterfront,Partnership,2025-08-01,51-200,Analyst,Morning,0.43,0.86,0.6499999999999999,True
U000455,User 455,user455@example.com,2025-10-06,Flex,Jeddah - Corniche,Referral,2025-10-01,Solo,Analyst,Morning,0.29,0.16,0.36,True
U000456,User 456,user456@example.com,2025-10-15,Flex,Jeddah - Corniche,Referral,2025-10-01,51-200,Sales,Morning,0.26,0.64,0.3299999999999999,True
U000457,User 457,user457@example.com,2025-08-26,Standard,Riyadh - Digital City,Referral,2025-08-01,2-10,Founder,Morning,0.51,0.56,0.47,True
U000458,User 458,user458@example.com,2025-08-16,Enterprise,Riyadh - Olaya,Partnership,2025-08-01,2-10,Designer,Afternoon,0.42,0.54,0.6299999999999999,True
U000459,User 459,user459@example.com,2025-09-20,Standard,Riyadh - Digital City,Paid,2025-09-01,200+,Engineer,Morning,0.3399999999999999,0.52,0.36,True
U000460,User 460,user460@example.com,2025-10-25,Pro,Jeddah - Corniche,Partnership,2025-10-01,11-50,Founder,Morning,0.53,0.55,0.6799999999999999,True
U000461,User 461,user461@example.com,2025-09-26,Flex,Riyadh - Olaya,Organic,2025-09-01,200+,Analyst,Afternoon,0.38,0.08,0.36,True
U000462,User 462,user462@example.com,2025-08-29,Flex,Riyadh - Olaya,Organic,2025-08-01,51-200,Sales,Morning,0.35,0.21,0.38,True
U000463,User 463,user463@example.com,2025-10-17,Flex,Jeddah - Corniche,Partnership,2025-10-01,200+,Sales,Midday,0.24,0.12,0.42,True
U000464,User 464,user464@example.com,2025-10-31,Pro,Riyadh - Digital City,Partnership,2025-10-01,Solo,Engineer,Morning,0.28,0.88,0.69,True
U000465,User 465,user465@example.com,2025-10-08,Pro,Riyadh - Digital City,Referral,2025-10-01,51-200,Sales,Morning,0.51,0.47,0.6299999999999999,True
U000466,User 466,user466@example.com,2025-09-16,Standard,Riyadh - Digital City,Partnership,2025-09-01,2-10,Sales,Midday,0.32,0.17,0.31,True
U000467,User 467,user467@example.com,2025-10-01,Standard,Jeddah - Corniche,Referral,2025-10-01,11-50,Founder,Midday,0.38,0.75,0.3399999999999999,True
U000468,User 468,user468@example.com,2025-10-08,Standard,Riyadh - Olaya,Organic,2025-10-01,51-200,Designer,Midday,0.28,0.39,0.38,True
U000469,User 469,user469@example.com,2025-10-15,Enterprise,Dammam - Waterfront,Referral,2025-10-01,51-200,Engineer,Midday,0.48,0.16,0.7,True
U000470,User 470,user470@example.com,2025-08-16,Flex,Riyadh - Digital City,Partnership,2025-08-01,Solo,Founder,Morning,0.26,0.14,0.49,True
U000471,User 471,user471@example.com,2025-10-29,Flex,Riyadh - Olaya,Organic,2025-10-01,11-50,Designer,Midday,0.36,0.14,0.36,True
U000472,User 472,user472@example.com,2025-10-29,Standard,Riyadh - Olaya,Paid,2025-10-01,2-10,Founder,Midday,0.2,0.78,0.39,True
U000473,User 473,user473@example.com,2025-09-17,Flex,Dammam - Waterfront,Referral,2025-09-01,51-200,Other,Afternoon,0.5,0.62,0.37,True
U000474,User 474,user474@example.com,2025-10-24,Standard,Jeddah - Corniche,Organic,2025-10-01,51-200,Founder,Midday,0.5,0.38,0.49,True
U000475,User 475,user475@example.com,2025-09-08,Enterprise,Riyadh - Olaya,Referral,2025-09-01,Solo,Sales,Midday,0.36,0.12,0.5299999999999999,True
U000476,User 476,user476@example.com,2025-09-02,Enterprise,Riyadh - Olaya,Organic,2025-09-01,200+,Designer,Afternoon,0.28,0.8,0.6399999999999999,True
U000477,User 477,user477@example.com,2025-08-23,Pro,Riyadh - Olaya,Organic,2025-08-01,2-10,Engineer,Afternoon,0.3,0.31,0.6499999999999999,True
U000478,User 478,user478@example.com,2025-08-10,Enterprise,Dammam - Waterfront,Referral,2025-08-01,11-50,Engineer,Morning,0.5,0.08,0.57,True
U000479,User 479,user479@example.com,2025-10-08,Standard,Jeddah - Corniche,Paid,2025-10-01,51-200,Designer,Afternoon,0.39,0.39,0.43,True
U000480,User 480,user480@example.com,2025-09-03,Enterprise,Riyadh - Olaya,Organic,2025-09-01,51-200,Sales,Morning,0.4599999999999999,0.19,0.69,True
U000481,User 481,user481@example.com,2025-09-21,Pro,Jeddah - Corniche,Organic,2025-09-01,2-10,Analyst,Afternoon,0.47,0.89,0.5399999999999999,True
U000482,User 482,user482@example.com,2025-08-10,Flex,Dammam - Waterfront,Organic,2025-08-01,200+,Founder,Afternoon,0.5,0.84,0.46,True
U000483,User 483,user483@example.com,2025-08-19,Standard,Riyadh - Olaya,Paid,2025-08-01,51-200,Sales,Morning,0.3399999999999999,0.81,0.37,True
U000484,User 484,user484@example.com,2025-09-27,Flex,Riyadh - Digital City,Paid,2025-09-01,2-10,Other,Afternoon,0.32,0.76,0.31,True
U000485,User 485,user485@example.com,2025-08-01,Pro,Jeddah - Corniche,Partnership,2025-08-01,Solo,Designer,Morning,0.52,0.79,0.6799999999999999,True
U000486,User 486,user486@example.com,2025-10-08,Pro,Riyadh - Olaya,Referral,2025-10-01,200+,Founder,Afternoon,0.1699999999999999,0.72,0.6599999999999999,True
U000487,User 487,user487@example.com,2025-08-04,Pro,Riyadh - Digital City,Paid,2025-08-01,11-50,Engineer,Midday,0.37,0.62,0.5499999999999999,True
U000488,User 488,user488@example.com,2025-08-16,Flex,Jeddah - Corniche,Referral,2025-08-01,51-200,Analyst,Afternoon,0.4599999999999999,0.75,0.3299999999999999,True
U000489,User 489,user489@example.com,2025-08-24,Flex,Riyadh - Olaya,Partnership,2025-08-01,2-10,Other,Morning,0.3,0.43,0.3399999999999999,True
U000490,User 490,user490@example.com,2025-10-19,Flex,Riyadh - Digital City,Referral,2025-10-01,Solo,Engineer,Afternoon,0.19,0.37,0.4,True
U000491,User 491,user491@example.com,2025-08-02,Flex,Jeddah - Corniche,Paid,2025-08-01,11-50,Designer,Morning,0.18,0.82,0.3399999999999999,True
U000492,User 492,user492@example.com,2025-10-31,Pro,Dammam - Waterfront,Referral,2025-10-01,2-10,Founder,Morning,0.35,0.59,0.5499999999999999,True
U000493,User 493,user493@example.com,2025-09-01,Pro,Riyadh - Olaya,Paid,2025-09-01,2-10,Designer,Midday,0.54,0.7,0.69,True
U000494,User 494,user494@example.com,2025-10-30,Standard,Riyadh - Digital City,Referral,2025-10-01,11-50,Founder,Midday,0.28,0.47,0.47,True
U000495,User 495,user495@example.com,2025-10-23,Standard,Dammam - Waterfront,Paid,2025-10-01,Solo,Sales,Morning,0.53,0.17,0.44,True
U000496,User 496,user496@example.com,2025-08-24,Flex,Jeddah - Corniche,Paid,2025-08-01,Solo,Analyst,Afternoon,0.4499999999999999,0.15,0.49,True
U000497,User 497,user497@example.com,2025-08-12,Enterprise,Riyadh - Olaya,Referral,2025-08-01,200+,Sales,Morning,0.28,0.54,0.6499999999999999,True
U000498,User 498,user498@example.com,2025-09-19,Enterprise,Riyadh - Digital City,Partnership,2025-09-01,51-200,Sales,Morning,0.2,0.38,0.5399999999999999,True
U000499,User 499,user499@example.com,2025-09-04,Pro,Riyadh - Digital City,Organic,2025-09-01,11-50,Designer,Afternoon,0.26,0.67,0.6399999999999999,True
U000500,User 500,user500@example.com,2025-09-02,Pro,Dammam - Waterfront,Partnership,2025-09-01,11-50,Analyst,Afternoon,0.3,0.58,0.6599999999999999,True
U000501,User 501,user501@example.com,2025-09-02,Pro,Jeddah - Corniche,Referral,2025-09-01,11-50,Founder,Afternoon,0.31,0.88,0.6599999999999999,True
U000502,User 502,user502@example.com,2025-09-30,Standard,Dammam - Waterfront,Partnership,2025-09-01,Solo,Founder,Afternoon,0.37,0.61,0.31,True
U000503,User 503,user503@example.com,2025-09-20,Standard,Jeddah - Corniche,Paid,2025-09-01,51-200,Other,Morning,0.28,0.12,0.35,True
U000504,User 504,user504@example.com,2025-09-12,Pro,Jeddah - Corniche,Organic,2025-09-01,200+,Engineer,Morning,0.21,0.8,0.52,True
U000505,User 505,user505@example.com,2025-08-12,Pro,Riyadh - Digital City,Referral,2025-08-01,2-10,Other,Midday,0.4599999999999999,0.05,0.62,True
U000506,User 506,user506@example.com,2025-10-06,Pro,Riyadh - Digital City,Referral,2025-10-01,2-10,Other,Morning,0.29,0.82,0.6599999999999999,True
U000507,User 507,user507@example.com,2025-10-04,Enterprise,Riyadh - Olaya,Referral,2025-10-01,11-50,Founder,Afternoon,0.31,0.76,0.6299999999999999,True
U000508,User 508,user508@example.com,2025-09-02,Standard,Jeddah - Corniche,Organic,2025-09-01,51-200,Designer,Midday,0.48,0.59,0.42,True
U000509,User 509,user509@example.com,2025-09-09,Enterprise,Jeddah - Corniche,Paid,2025-09-01,Solo,Sales,Afternoon,0.19,0.89,0.6599999999999999,True
U000510,User 510,user510@example.com,2025-10-13,Enterprise,Riyadh - Olaya,Referral,2025-10-01,51-200,Sales,Morning,0.41,0.13,0.61,True
U000511,User 511,user511@example.com,2025-09-12,Pro,Jeddah - Corniche,Partnership,2025-09-01,51-200,Sales,Midday,0.37,0.53,0.69,True
U000512,User 512,user512@example.com,2025-09-13,Pro,Riyadh - Digital City,Referral,2025-09-01,Solo,Analyst,Afternoon,0.54,0.03,0.62,True
U000513,User 513,user513@example.com,2025-08-29,Flex,Riyadh - Olaya,Referral,2025-08-01,11-50,Founder,Midday,0.28,0.38,0.4,True
U000514,User 514,user514@example.com,2025-08-13,Flex,Riyadh - Olaya,Referral,2025-08-01,51-200,Designer,Midday,0.29,0.71,0.47,True
U000515,User 515,user515@example.com,2025-08-12,Enterprise,Jeddah - Corniche,Referral,2025-08-01,2-10,Analyst,Morning,0.47,0.24,0.69,True
U000516,User 516,user516@example.com,2025-09-15,Standard,Dammam - Waterfront,Paid,2025-09-01,Solo,Engineer,Afternoon,0.4499999999999999,0.76,0.45,True
U000517,User 517,user517@example.com,2025-08-02,Pro,Riyadh - Olaya,Partnership,2025-08-01,200+,Designer,Midday,0.49,0.31,0.57,True
U000518,User 518,user518@example.com,2025-09-04,Pro,Jeddah - Corniche,Paid,2025-09-01,11-50,Other,Midday,0.31,0.58,0.7,True
U000519,User 519,user519@example.com,2025-10-26,Enterprise,Dammam - Waterfront,Partnership,2025-10-01,Solo,Designer,Afternoon,0.42,0.62,0.5299999999999999,True
U000520,User 520,user520@example.com,2025-10-20,Flex,Jeddah - Corniche,Referral,2025-10-01,200+,Designer,Midday,0.3299999999999999,0.37,0.44,True
U000521,User 521,user521@example.com,2025-10-29,Standard,Jeddah - Corniche,Organic,2025-10-01,200+,Sales,Midday,0.37,0.52,0.5,True
U000522,User 522,user522@example.com,2025-08-08,Flex,Riyadh - Olaya,Paid,2025-08-01,51-200,Designer,Midday,0.4599999999999999,0.66,0.5,True
U000523,User 523,user523@example.com,2025-08-26,Flex,Jeddah - Corniche,Organic,2025-08-01,51-200,Other,Afternoon,0.54,0.27,0.5,True
U000524,User 524,user524@example.com,2025-10-13,Flex,Dammam - Waterfront,Paid,2025-10-01,51-200,Other,Afternoon,0.27,0.02,0.47,True
U000525,User 525,user525@example.com,2025-10-29,Flex,Riyadh - Olaya,Referral,2025-10-01,Solo,Founder,Afternoon,0.3399999999999999,0.79,0.47,True
U000526,User 526,user526@example.com,2025-09-03,Pro,Dammam - Waterfront,Paid,2025-09-01,Solo,Designer,Afternoon,0.49,0.21,0.5299999999999999,True
U000527,User 527,user527@example.com,2025-08-07,Pro,Jeddah - Corniche,Referral,2025-08-01,11-50,Sales,Morning,0.19,0.37,0.6,True
U000528,User 528,user528@example.com,2025-10-07,Flex,Jeddah - Corniche,Paid,2025-10-01,51-200,Designer,Midday,0.2299999999999999,0.71,0.5,True
U000529,User 529,user529@example.com,2025-09-27,Standard,Riyadh - Digital City,Referral,2025-09-01,200+,Engineer,Afternoon,0.43,0.71,0.41,True
U000530,User 530,user530@example.com,2025-10-14,Enterprise,Riyadh - Olaya,Referral,2025-10-01,2-10,Engineer,Midday,0.2,0.61,0.62,True
U000531,User 531,user531@example.com,2025-08-29,Standard,Dammam - Waterfront,Partnership,2025-08-01,11-50,Sales,Midday,0.39,0.56,0.47,True
U000532,User 532,user532@example.com,2025-09-05,Standard,Jeddah - Corniche,Referral,2025-09-01,Solo,Founder,Morning,0.4499999999999999,0.05,0.45,True
U000533,User 533,user533@example.com,2025-10-28,Standard,Riyadh - Olaya,Partnership,2025-10-01,11-50,Founder,Afternoon,0.36,0.77,0.35,True
U000534,User 534,user534@example.com,2025-08-21,Flex,Riyadh - Olaya,Referral,2025-08-01,11-50,Other,Afternoon,0.16,0.31,0.49,True
U000535,User 535,user535@example.com,2025-09-05,Pro,Riyadh - Olaya,Organic,2025-09-01,11-50,Other,Midday,0.19,0.09,0.5299999999999999,True
U000536,User 536,user536@example.com,2025-08-10,Standard,Riyadh - Olaya,Referral,2025-08-01,11-50,Analyst,Afternoon,0.41,0.02,0.41,True
